Year,Citations Per Year,APT,Rank,ga_gender
2019,11.66666667,0.95,562,male
2019,0.333333333,0.25,0,male
2019,0.333333333,0.05,449,male
2019,6.666666667,0.95,786,female
2019,1.666666667,0.25,3130,male
2019,3.333333333,0.75,0,male
2019,2.666666667,0.25,3700,male
2019,3.666666667,0.5,3130,male
2019,8,0.95,855,male
2019,1.666666667,0.75,6614,male
2019,1,0.05,2104,male
2019,5.333333333,0.05,3130,unknown
2019,4,0.75,3722,male
2019,2.333333333,0.05,0,female
2019,3,0.05,715,female
2019,9.333333333,0.05,881,female
2019,1,0.5,881,female
2019,0.333333333,0.05,0,male
2019,4,0.5,1215,male
2019,2,0.05,306,female
2019,0.333333333,0.25,0,female
2019,10,0.95,0,male
2019,0,0.05,19696,male
2018,1,0.05,12081,male
2018,2,0.25,1309,male
2018,1.5,0.05,2744,male
2018,5,0.75,861,male
2018,3.75,0.05,0,male
2018,1.75,0.25,1401,male
2018,8.75,0.5,0,male
2018,1.75,0.5,2137,male
2018,2.5,0.75,4728,female
2018,5.5,0.95,961,male
2018,1,0.05,6998,female
2018,9,0.75,484,male
2018,21.5,0.95,3868,female
2018,3,0.75,1797,female
2018,3.5,0.25,6372,male
2018,2.25,0.75,1881,unknown
2018,1.25,0.5,6821,female
2018,1,0.25,1416,female
2018,11,0.75,484,male
2018,4.25,0.75,5481,male
2018,11.75,0.25,1478,male
2018,1.5,0.25,3520,female
2018,4.75,0.5,0,female
2018,3,0.75,275,male
2018,12.75,0.25,1247,female
2018,0.75,0.25,2216,male
2018,4.25,0.25,348,female
2018,2.5,0.5,1050,male
2018,6.75,0.25,2216,male
2018,3.75,0.75,4330,male
2018,3.5,0.25,603,male
2018,13.75,0.75,197,male
2018,1.25,0.75,275,
2018,3.75,0.75,1320,male
2018,1,0.5,1965,female
2018,7.75,0.95,1109,female
2018,2.25,0.5,5481,male
2018,37.25,0.95,609,female
2018,4,0.5,7940,male
2018,16.75,0.95,660,female
2018,3,0.25,0,female
2018,3.5,0.75,792,female
2018,2.75,0.25,134,male
2018,4,0.95,1401,female
2018,2.25,0.25,1814,male
2018,0.5,0.05,1920,male
2018,3.25,0.25,0,male
2018,0.75,0.25,2138,male
2018,0.5,0.25,2595,male
2018,6,0.95,0,unknown
2018,2.5,0.75,265,male
2018,5.75,0.5,4037,male
2018,4.25,0.75,754,female
2018,3.75,0.05,1920,male
2018,0.75,0.25,2877,male
2018,9,0.95,2434,female
2018,3,0.25,4066,male
2018,1.5,0.5,1848,male
2018,20.5,0.95,134,unknown
2018,1.75,0.05,2426,male
2018,0,0.05,4507,male
2018,35.25,0.95,829,unknown
2018,4.75,0.95,4213,male
2018,2.25,0.05,1003,male
2018,2.5,0.5,2908,male
2018,5.5,0.5,642,male
2018,6.75,0.5,299,unknown
2018,26,0.95,178,female
2018,1.75,0.5,4034,male
2018,19.5,0.95,134,female
2018,8.25,0.95,197,male
2018,25,0.95,855,male
2018,2.25,0.25,0,male
2018,15.75,0.95,2005,female
2018,1.5,0.05,5042,male
2018,1.5,0.05,3058,male
2018,1.5,0.25,2744,male
2018,0.5,0.25,0,male
2018,4.5,0.75,786,male
2018,0,0.05,8661,female
2018,3.75,0.5,2216,male
2018,1.25,0.05,8290,male
2018,1.75,0.5,0,female
2018,1,0.5,6998,female
2018,2,0.5,4989,female
2018,1.5,0.75,4677,female
2018,3.25,0.25,1778,female
2018,1.75,0.5,12454,female
2018,2.75,0.05,738,male
2018,0.75,0.05,9787,male
2018,60,0.5,27,male
2018,21.5,0.25,48,male
2018,16,0.5,134,male
2018,4,0.05,1440,female
2018,2,0.5,6227,male
2018,1.25,0.05,2737,male
2018,5.75,0.75,545,male
2018,6.75,0.95,3167,female
2018,0.5,0.5,669,male
2018,2.75,0.05,5641,male
2018,8.25,0.05,2377,male
2018,2,0.05,0,male
2018,2.25,0.05,738,female
2018,0.75,0.25,2138,male
2018,1.5,0.05,1003,male
2018,3.75,0.05,642,male
2018,0,0.05,3624,female
2018,0.5,0.25,7940,male
2018,15.5,0.95,134,male
2018,0.5,0.05,458,male
2018,2.25,0.05,2643,female
2018,67.25,0.75,27,male
2018,5.25,0.95,3193,unknown
2018,4.25,0.75,484,male
2018,1.5,0.05,4373,male
2018,6.25,0.5,246,female
2018,3.75,0.5,1441,male
2018,2.75,0.05,5042,male
2018,0.25,0.05,1385,unknown
2018,5,0.5,827,female
2018,0.25,0.25,3422,male
2018,3.25,0.5,1391,female
2018,0,0.05,3642,male
2018,12.5,0.95,242,female
2018,5.25,0.05,198,male
2018,12.75,0.05,299,female
2018,5,0.95,660,male
2018,1.25,0.05,6636,female
2018,4.25,0.25,3648,male
2018,2,0.5,2746,female
2018,0.75,0.25,720,male
2018,1.5,0.5,6526,male
2018,2.25,0.25,3374,male
2018,2.75,0.75,3875,female
2018,8.75,0.95,227,female
2018,4.75,0.95,2398,female
2018,17.5,0.25,730,female
2018,0.5,0.25,9317,female
2018,25.5,0.75,299,male
2018,7.75,0.95,3642,male
2018,4,0.95,861,female
2018,5.25,0.05,3130,male
2018,19,0.75,134,male
2018,1.5,0.5,4434,female
2018,5.75,0.5,642,female
2018,1.25,0.05,2216,male
2018,16,0.25,754,male
2018,2.5,0.5,4108,female
2018,0.75,0.25,4914,male
2018,15.5,0.95,499,female
2018,0,0.05,8303,female
2018,4.75,0.75,204,female
2018,4.75,0.95,181,male
2018,4,0.75,0,female
2018,8.75,0.05,1003,male
2018,1.25,0.05,4526,female
2018,0.75,0.25,650,
2018,13.75,0.75,754,male
2018,8.75,0.25,287,male
2018,3.75,0.75,3868,unknown
2018,2,0.05,0,male
2018,2.5,0.05,198,male
2018,2.5,0.05,1247,male
2018,5.75,0.25,934,female
2018,4,0.75,779,male
2018,1.5,0.25,2844,male
2018,4,0.75,1776,male
2018,5,0.25,4914,male
2018,5.5,0.05,134,male
2018,1.75,0.05,716,male
2018,3.75,0.75,3078,male
2018,1.25,0.5,650,female
2018,1.75,0.5,3706,male
2018,22,0.25,267,male
2018,5.5,0.25,3130,male
2018,0.5,0.25,2844,male
2018,4.5,0.25,2807,female
2018,2,0.05,2377,male
2018,1.5,0.25,6114,male
2018,12.25,0.75,195,male
2018,3.25,0.05,642,male
2018,4.5,0.95,916,male
2018,3.75,0.5,5790,male
2018,2,0.25,2156,female
2018,6,0.95,14,male
2018,6,0.95,2891,female
2018,3.5,0.5,5790,female
2018,1.5,0.5,3623,male
2018,2.5,0.05,1334,male
2018,2.75,0.25,571,male
2018,2.25,0.75,5102,male
2018,2.75,0.05,6100,
2018,2,0.25,3096,male
2018,1,0.25,4599,female
2018,3.25,0.25,1244,female
2018,8.25,0.95,1977,male
2018,2.5,0.05,1677,female
2018,5,0.25,1178,male
2018,0,0.05,916,unknown
2018,35,0.5,134,male
2018,0.5,0.25,3078,male
2018,3,0.05,2807,unknown
2018,3.75,0.5,1625,male
2018,3.5,0.75,720,male
2018,2,0.05,2216,male
2018,3.25,0.75,779,male
2018,10.25,0.25,574,male
2018,6.75,0.95,916,female
2018,2.25,0.25,916,female
2018,2.75,0.05,1623,male
2018,5.75,0.95,1020,female
2018,2,0.25,242,male
2018,2.75,0.75,3193,unknown
2018,6.75,0.05,642,male
2018,5.75,0.25,299,male
2018,0.75,0.25,0,female
2018,5.25,0.5,5085,male
2018,5,0.75,5634,female
2018,6,0.25,1950,male
2018,4,0.25,1245,unknown
2018,0.75,0.5,2365,male
2018,3.5,0.75,3096,male
2018,1.5,0.5,7120,male
2018,1.5,0.05,2448,female
2018,1.75,0.5,0,male
2018,1.75,0.25,5790,female
2018,8,0.95,385,male
2018,2.25,0.75,2825,male
2018,0.5,0.05,2138,male
2018,0.75,0.25,3030,male
2018,2.75,0.05,2959,female
2018,15.5,0.25,299,male
2018,0.5,0.05,6998,male
2018,0.75,0.05,6998,female
2018,11,0.95,0,male
2018,3.5,0.25,941,female
2018,2.75,0.05,916,male
2018,8.75,0.95,916,male
2018,1.75,0.75,1718,male
2018,6.25,0.5,4434,male
2018,2.5,0.75,916,male
2018,4.75,0.5,916,male
2018,26.75,0.95,916,female
2018,6.5,0.95,846,female
2018,12,0.95,916,female
2018,3.75,0.75,1109,female
2018,1,0.5,1319,male
2018,8,0.95,3078,male
2018,12.25,0.75,2216,female
2018,2.5,0.5,3374,female
2018,10,0.95,1071,male
2018,1,0.05,0,male
2018,2.75,0.05,7629,male
2018,9,0.95,277,female
2018,1.5,0.5,10914,male
2018,0.5,0.25,8303,male
2018,2.25,0.25,246,male
2018,1,0.05,1920,male
2018,0.75,0.25,5352,female
2018,0.75,0.25,1606,male
2018,1,0.25,3972,female
2018,0.25,0.05,6998,female
2018,1.25,0.5,0,male
2018,31.5,0.95,1000,male
2018,3.25,0.05,198,female
2018,4,0.75,1271,female
2018,2,0.5,9355,female
2018,1,0.25,1347,female
2018,1,0.5,4258,female
2018,2.5,0.05,574,female
2018,13.25,0.25,2026,male
2018,1,0.25,1718,female
2018,6,0.05,577,female
2018,5,0.25,1553,female
2018,2.5,0.5,1198,female
2018,4.25,0.75,1776,male
2018,7.75,0.5,2807,male
2018,2.75,0.05,4210,unknown
2018,1.75,0.25,4393,female
2018,1.25,0.5,669,male
2018,0.5,0.05,574,male
2018,0.5,0.25,0,female
2018,0.5,0.25,2198,male
2018,0.5,0.25,19704,male
2018,0.75,0.05,6100,female
2018,2.75,0.75,660,female
2018,0.75,0.25,7356,male
2018,0.25,0.25,9186,male
2018,6,0.95,204,female
2018,2.25,0.05,754,female
2018,0,0.05,8478,male
2018,3.25,0.75,2528,male
2018,2.5,0.5,4989,male
2018,7.75,0.05,198,male
2018,8.5,0.25,1920,male
2018,0.75,0.05,6998,male
2018,0.75,0.05,6998,male
2018,1.25,0.05,6998,male
2018,0.25,0.05,4717,male
2018,3.5,0.5,242,female
2018,5,0.5,2762,unknown
2018,1.25,0.5,1811,male
2018,2,0.05,8478,female
2018,3.25,0.75,6540,male
2018,2,0.05,2384,female
2018,0.75,0.25,6116,male
2018,0.5,0.25,0,female
2018,0.75,0.25,8024,female
2018,38.75,0.5,7,female
2018,2.75,0.75,603,female
2018,14,0.95,203,male
2018,1.75,0.5,0,male
2018,0.5,0.05,3407,male
2018,1.25,0.05,3130,male
2018,4.75,0.95,855,male
2018,2.5,0.25,650,male
2018,3.5,0.25,1551,female
2018,0.5,0.25,1271,female
2018,1,0.25,479,female
2018,2.25,0.25,3130,male
2018,3,0.5,1551,female
2018,5.25,0.5,1651,female
2018,4.5,0.75,0,male
2018,6,0.5,786,male
2018,12.25,0.75,93,male
2018,2.5,0.75,417,male
2018,0.75,0.25,3072,male
2018,0.75,0.5,0,male
2018,0,0.05,4989,female
2018,11.5,0.75,134,male
2018,4,0.05,134,male
2018,13,0.75,242,male
2018,4,0.25,27,male
2018,0.5,0.25,0,male
2018,1,0.25,0,male
2018,0,0.05,15314,male
2018,16.75,0.75,299,male
2018,2.75,0.75,642,male
2018,15.5,0.95,134,male
2018,4.75,0.95,134,male
2018,7.75,0.75,1069,male
2018,37,0.95,2497,male
2018,3.75,0.05,2807,male
2018,1,0.25,6114,male
2018,2.25,0.05,0,unknown
2018,0.5,0.05,2824,female
2018,0.5,0.5,0,male
2018,2.25,0.25,3517,male
2018,6.25,0.75,5318,male
2018,1.75,0.25,0,male
2018,38.25,0.95,282,unknown
2018,4.25,0.05,3422,male
2018,5.5,0.05,4497,female
2018,4.75,0.75,0,female
2018,4.25,0.75,4808,female
2018,1.5,0.5,808,unknown
2018,7.25,0.25,1072,female
2018,0,0.05,2117,male
2018,0.75,0.25,5053,male
2018,0.25,0.25,2907,male
2018,8,0.95,484,male
2018,0.25,0.25,0,male
2018,1,0.5,14049,male
2018,5.75,0.95,2117,male
2018,2.75,0.75,4451,male
2018,4,0.95,1136,
2018,2.25,0.05,8030,female
2018,5.5,0.95,1401,female
2018,6,0.95,197,male
2018,2.75,0.05,0,female
2018,2.25,0.25,1778,male
2018,1.5,0.5,7940,female
2018,2.75,0.5,4957,male
2018,0.75,0.25,1797,male
2018,4,0.95,3541,female
2018,10.75,0.25,658,female
2018,4.75,0.25,0,male
2018,2,0.75,3078,female
2018,4.75,0.95,861,female
2018,16,0.95,1136,male
2018,0.5,0.25,7791,male
2018,1.5,0.5,1276,male
2018,21,0.95,134,male
2018,7.25,0.25,250,
2018,3.75,0.75,2216,male
2018,0.75,0.05,1920,male
2018,0.25,0.05,4330,male
2018,2.25,0.5,6888,male
2018,5.25,0.25,1778,male
2018,2.75,0.25,7852,male
2018,4.5,0.5,571,unknown
2018,1.25,0.5,7791,male
2018,4.75,0.5,642,male
2018,1.75,0.75,7791,female
2018,3.75,0.25,134,male
2018,4.25,0.95,3623,female
2018,1.5,0.5,1133,male
2018,1.25,0.05,3096,female
2018,6,0.95,628,female
2018,20.5,0.75,1778,female
2018,60.75,0.95,204,male
2018,1.75,0.05,4330,male
2018,12.5,0.95,810,male
2018,1.75,0.5,5314,unknown
2018,3.75,0.25,1138,female
2018,3,0.75,1000,male
2018,4.75,0.05,4822,male
2018,3.5,0.05,2198,female
2018,3.5,0.05,19704,female
2018,1.25,0.5,6821,male
2018,1.25,0.05,1677,male
2018,1.5,0.05,3913,male
2018,1,0.05,2766,
2018,10.25,0.95,1071,male
2018,5.25,0.25,642,female
2018,1.75,0.75,7791,male
2018,4.25,0.75,738,male
2018,4.75,0.05,1504,female
2018,1,0.25,5236,male
2018,2.75,0.25,1003,male
2018,0.75,0.05,1625,
2018,2.5,0.75,1814,unknown
2018,0.5,0.25,2844,male
2018,4.25,0.5,309,male
2018,29,0.5,299,female
2018,1.75,0.05,4393,female
2018,10.5,0.25,267,male
2018,2.25,0.05,1244,male
2018,2,0.05,2454,female
2018,1.5,0.05,5426,male
2018,3,0.05,479,male
2018,14,0.5,574,male
2018,2.25,0.5,650,male
2018,4.25,0.95,531,male
2018,23,0.95,1109,male
2018,2.25,0.75,3233,unknown
2018,7.5,0.95,1122,female
2018,1.25,0.25,7820,female
2018,5.5,0.05,1677,female
2018,2.5,0.5,1478,female
2018,2,0.25,2448,male
2018,5.5,0.05,2448,unknown
2018,31.75,0.95,134,male
2018,2.25,0.25,3078,female
2018,5.5,0.95,4025,male
2018,11.75,0.25,549,male
2018,1.5,0.25,1977,female
2018,2.25,0.05,1440,female
2018,7,0.5,642,female
2018,7.75,0.5,242,unknown
2018,5,0.75,4989,female
2018,3,0.05,0,female
2018,2,0.05,5426,male
2018,4.75,0.05,299,male
2018,2.75,0.25,134,male
2018,11.5,0.95,204,male
2018,3,0.75,1401,male
2018,2.25,0.05,4434,female
2018,9,0.95,204,female
2018,2.75,0.25,3078,male
2018,0,0.05,669,female
2018,5.5,0.95,3190,male
2018,0.5,0.25,4383,female
2018,16.25,0.5,173,male
2018,4.75,0.95,916,male
2018,0.25,0.25,916,female
2018,1.5,0.25,1133,female
2018,0.75,0.5,4434,female
2018,0,0.05,5636,female
2018,4.75,0.25,1654,male
2018,1,0.5,2703,female
2018,1.75,0.05,716,male
2018,2.25,0.5,1347,female
2018,1.75,0.05,1778,male
2018,0.75,0.05,2183,female
2018,0.5,0.05,9066,male
2018,14.75,0.75,198,male
2018,6.25,0.95,916,male
2018,4.25,0.25,379,female
2018,2.5,0.75,7940,female
2018,8.75,0.75,650,female
2018,5.5,0.25,1019,female
2018,8.75,0.5,134,male
2018,17.5,0.95,1089,unknown
2018,1.75,0.5,7940,male
2018,1.25,0.25,0,male
2018,5.75,0.95,7820,female
2018,18.75,0.95,134,male
2018,4.75,0.75,204,male
2018,1.5,0.5,1797,female
2018,8.5,0.75,855,male
2018,6.5,0.5,1247,male
2018,2,0.75,2588,male
2018,0.5,0.05,4914,male
2018,9,0.95,3642,male
2018,7,0.95,861,male
2018,9.5,0.95,531,female
2018,5.25,0.05,2242,unknown
2018,48.5,0.75,299,male
2018,3.5,0.75,779,female
2018,5.25,0.75,720,male
2018,19.25,0.5,242,female
2018,0.5,0.05,8478,female
2018,2,0.75,609,male
2018,3.25,0.75,738,female
2018,3.75,0.5,916,unknown
2018,4.5,0.75,1271,male
2018,1.25,0.5,134,female
2018,1.75,0.5,1977,male
2018,5.75,0.05,642,female
2018,2,0.25,3119,male
2018,0.25,0.25,0,female
2018,3.75,0.75,2377,male
2018,3.25,0.25,2807,male
2018,2.5,0.25,6409,female
2018,5.25,0.25,916,unknown
2018,3.5,0.75,4145,female
2018,1.75,0.05,811,male
2018,1.75,0.5,1109,male
2018,3.25,0.75,1551,male
2018,1,0.05,2619,female
2018,4.5,0.75,916,male
2018,1.25,0.5,720,female
2018,1.5,0.05,2216,female
2018,1.5,0.5,855,male
2018,2.5,0.75,2068,male
2018,2.75,0.05,379,male
2018,10.5,0.5,49,male
2018,0.75,0.05,1778,unknown
2018,4,0.5,5207,male
2018,1.5,0.5,0,female
2018,5,0.05,1920,female
2018,13.5,0.95,0,male
2018,1.5,0.5,0,female
2018,0.25,0.05,5591,male
2018,2.5,0.05,0,unknown
2018,9.5,0.95,242,male
2018,11.25,0.05,198,female
2018,2.25,0.5,916,male
2018,2.5,0.25,5090,male
2018,0,0.05,6998,female
2018,4.75,0.5,3128,
2018,28.25,0.95,571,female
2018,4.25,0.05,6998,male
2018,7,0.95,1136,female
2018,1,0.5,3624,female
2018,13.5,0.95,3196,female
2018,3.25,0.05,1677,male
2018,1.5,0.75,916,unknown
2018,4.25,0.25,2807,male
2018,3,0.05,2384,male
2018,0,0.05,2528,male
2018,13.75,0.95,788,female
2018,20.75,0.5,27,male
2018,10.75,0.25,1478,male
2018,4.5,0.75,4034,male
2018,4,0.75,720,female
2018,5,0.5,642,male
2018,5,0.75,6372,unknown
2018,4.75,0.95,669,male
2018,4.75,0.75,786,female
2018,9.75,0.95,916,female
2018,8.25,0.95,650,male
2018,3,0.05,922,female
2018,0.75,0.25,6821,male
2018,4.25,0.95,2623,male
2018,6.25,0.25,215,male
2018,1.75,0.5,5240,unknown
2018,3.5,0.75,390,female
2018,8.25,0.95,313,female
2018,4,0.5,684,male
2018,3,0.75,2767,female
2018,12.5,0.75,2807,male
2018,1,0.25,916,male
2018,17,0.95,242,female
2018,2,0.75,3913,female
2018,6.75,0.95,2138,male
2018,8.25,0.75,571,male
2018,0.5,0.05,1776,male
2018,3.5,0.5,2886,male
2018,1.25,0.05,3913,female
2018,1.5,0.25,916,female
2018,1.75,0.5,7791,male
2018,2.25,0.5,3624,female
2018,5.75,0.5,3749,male
2018,1.25,0.75,484,female
2018,2.25,0.05,2216,female
2018,11,0.25,38,male
2018,4,0.5,916,male
2018,7.75,0.95,916,male
2018,1.25,0.25,19696,female
2018,16.25,0.95,73,female
2018,3.75,0.75,1707,male
2018,2,0.05,1244,female
2018,2,0.5,3213,female
2018,2.25,0.05,3130,female
2018,1.75,0.05,6998,
2018,0.5,0.05,6998,male
2018,13.25,0.5,134,male
2018,10.5,0.75,140,female
2018,6,0.25,642,male
2018,6.75,0.75,642,female
2018,14.25,0.95,788,female
2018,2.5,0.5,531,
2018,2.25,0.5,181,male
2018,4.5,0.25,916,female
2018,2.5,0.75,340,female
2018,7.75,0.95,203,female
2018,0.5,0.05,7467,male
2018,1,0.05,6344,male
2018,5.5,0.95,3623,male
2018,1.5,0.5,9405,male
2018,10.25,0.95,2153,female
2018,24,0.75,134,male
2018,2.5,0.25,1776,female
2018,2.25,0.75,12454,male
2018,2.75,0.05,198,male
2018,10,0.95,204,male
2018,1.5,0.05,1920,female
2018,7.25,0.25,1771,male
2018,0.75,0.25,3166,female
2018,3.75,0.75,669,female
2018,10.5,0.95,313,female
2018,17.75,0.25,49,male
2018,8,0.95,1849,male
2018,9.75,0.25,219,
2018,7.75,0.75,1625,female
2018,4.5,0.75,1801,male
2018,4.25,0.95,512,male
2018,1.75,0.05,1551,male
2018,2,0.05,379,female
2018,2,0.75,4725,female
2018,2.75,0.05,3130,male
2018,1.25,0.5,3541,male
2018,10,0.95,1069,male
2018,6,0.95,204,male
2018,21.75,0.75,287,male
2018,0,0.05,13193,male
2018,6.25,0.95,669,male
2018,3.5,0.75,3768,female
2018,2.25,0.25,3124,male
2018,3.25,0.05,2619,male
2018,3,0.75,4989,female
2018,3.75,0.25,3130,female
2018,3,0.25,3638,female
2018,1,0.5,5853,female
2018,4.25,0.25,2744,male
2018,0,0.05,5742,male
2018,1.5,0.5,7421,male
2018,4.75,0.05,1537,female
2018,2.75,0.75,5765,female
2018,5.25,0.5,2216,female
2018,0,0.05,7472,male
2018,12.75,0.75,0,female
2018,6.75,0.25,918,female
2018,3,0.75,1320,female
2018,1,0.25,1320,male
2018,2.25,0.25,0,female
2018,2,0.75,4434,male
2018,12.25,0.95,479,male
2018,2.75,0.75,181,male
2018,0.5,0.05,3638,female
2018,9,0.05,242,male
2018,2.75,0.05,3130,female
2018,1,0.25,6526,male
2018,2.75,0.25,3374,female
2018,2.25,0.5,1776,female
2018,3.5,0.05,287,female
2018,4,0.75,2589,male
2018,1.75,0.05,988,male
2018,7.75,0.5,379,female
2018,4.5,0.25,1604,unknown
2018,2.75,0.75,6100,male
2018,13,0.95,459,male
2018,2.5,0.25,8718,male
2018,8.75,0.05,2026,female
2018,0,0.05,134,male
2018,4.25,0.75,545,male
2018,6.25,0.75,299,female
2018,1,0.25,299,male
2018,6,0.05,1261,female
2018,10.75,0.75,385,male
2018,0.75,0.5,5590,male
2018,2,0.75,916,female
2018,0.75,0.05,2204,male
2018,2.75,0.05,23150,male
2018,29.75,0.95,178,male
2018,0.75,0.05,4080,female
2018,2.5,0.25,2807,female
2018,2.25,0.5,2619,unknown
2018,1.5,0.05,0,
2018,5,0.75,786,female
2018,10.5,0.25,916,male
2018,7.25,0.95,10070,female
2018,8.5,0.25,198,male
2018,4,0.95,2204,female
2018,40.5,0.75,219,male
2018,10.75,0.95,642,male
2018,5.5,0.5,779,male
2018,8,0.95,73,female
2018,3.25,0.05,881,female
2018,17.25,0.95,562,male
2018,1.25,0.25,562,male
2018,0.5,0.25,3196,male
2018,9.5,0.25,2824,male
2018,0,0.05,3855,female
2018,1,0.25,15113,male
2018,5,0.25,9343,male
2018,0.75,0.25,3193,unknown
2018,0.5,0.25,2801,female
2018,37,0.95,282,unknown
2018,5.5,0.25,0,male
2018,0.75,0.25,2117,female
2018,2,0.75,4451,male
2018,6.25,0.95,227,
2018,6.25,0.95,3133,male
2018,1.25,0.05,6821,male
2018,5.5,0.25,0,female
2018,2.25,0.75,6828,male
2018,4.75,0.75,1060,female
2018,0.75,0.05,2426,female
2018,4,0.75,12454,female
2018,0,0.05,1814,male
2018,27,0.5,642,female
2018,2.75,0.75,3249,male
2018,2,0.5,4025,male
2018,0,0.05,3623,male
2018,2.75,0.25,9260,male
2018,1.5,0.5,0,female
2018,5,0.95,1849,male
2018,3,0.75,1136,female
2018,24.5,0.95,134,male
2018,8.5,0.95,738,male
2018,2.75,0.75,2398,male
2018,6.25,0.25,730,male
2018,9,0.25,642,male
2018,1.75,0.75,1401,male
2018,3.5,0.75,3966,female
2018,0.5,0.25,810,female
2018,28.25,0.5,299,male
2018,5.5,0.75,642,male
2018,2.75,0.5,2377,female
2018,1.75,0.25,1814,male
2018,10,0.75,603,male
2018,17.5,0.25,1920,female
2018,6.5,0.25,1003,female
2018,5,0.95,3249,male
2018,1.75,0.25,2203,female
2018,1,0.5,0,male
2018,4,0.75,1020,male
2018,4,0.25,2744,female
2018,2.5,0.25,1244,male
2018,6.5,0.75,3188,male
2018,1,0.25,4025,male
2018,12.25,0.95,181,male
2018,6,0.25,988,male
2018,13.25,0.95,1109,male
2018,0.75,0.25,7030,male
2018,3.25,0.5,2767,male
2018,6.75,0.95,2377,female
2018,3.5,0.75,2623,female
2018,1,0.05,1008,male
2018,7,0.75,197,male
2018,2,0.05,4101,male
2018,3,0.75,3623,female
2018,2.25,0.25,0,male
2018,5.5,0.25,2151,female
2018,3.25,0.75,2588,unknown
2018,1,0.05,1920,male
2018,1.5,0.5,4914,male
2018,4.5,0.75,3130,male
2018,3,0.75,1271,female
2018,2.25,0.75,642,male
2018,6.5,0.95,788,male
2018,11.5,0.05,242,male
2018,7.5,0.25,916,male
2018,6,0.05,298,male
2018,2,0.05,4437,male
2018,1,0.05,3130,unknown
2018,2.75,0.25,3130,female
2018,2.25,0.05,3130,male
2018,4,0.25,2959,male
2018,3.5,0.5,379,female
2018,3.5,0.75,2767,female
2018,1.25,0.25,683,unknown
2018,19,0.95,786,female
2018,23,0.95,0,female
2018,12,0.95,643,female
2018,5.5,0.75,875,female
2018,2.25,0.25,1401,male
2018,3.25,0.05,1458,female
2018,40.75,0.95,195,female
2018,30.25,0.75,215,male
2018,9.25,0.5,1920,unknown
2018,2,0.75,5085,female
2018,1.5,0.5,4434,female
2018,12.75,0.95,2216,female
2018,3,0.75,197,male
2018,2.5,0.5,5792,unknown
2018,1.5,0.05,916,female
2018,9.75,0.25,192,male
2018,5.5,0.05,788,male
2018,2.75,0.25,8718,female
2018,19.5,0.5,299,male
2018,12.25,0.95,852,unknown
2018,1.5,0.5,1401,male
2018,10.25,0.75,916,female
2018,3,0.5,2043,male
2018,0.75,0.25,2807,unknown
2018,4.75,0.05,3886,female
2018,5.5,0.5,195,male
2018,1.75,0.05,8537,female
2018,23,0.95,134,female
2018,8.5,0.75,650,male
2018,8.25,0.75,204,male
2018,1.75,0.5,1136,female
2018,2,0.75,4213,female
2018,0.5,0.25,2844,male
2018,1.5,0.5,1498,female
2018,3.75,0.75,807,female
2018,15.5,0.95,134,female
2018,1.5,0.5,0,female
2018,3.75,0.95,788,male
2018,8.25,0.95,3642,female
2018,2.75,0.75,738,
2018,7.5,0.05,7966,female
2018,7.5,0.05,1802,female
2018,8.5,0.75,2138,female
2018,2.25,0.25,4393,male
2018,6.5,0.75,2377,female
2018,2.5,0.05,3855,unknown
2018,5.5,0.95,5020,female
2018,0.5,0.25,518,male
2018,3.5,0.75,512,female
2018,3.75,0.75,204,female
2018,13,0.95,2543,male
2018,2.25,0.5,3855,female
2018,0.5,0.05,4343,male
2018,3.75,0.05,3130,male
2018,0.25,0.05,6998,male
2018,4.25,0.5,7791,male
2018,2,0.5,3642,female
2018,2.5,0.75,0,male
2018,5.25,0.25,650,male
2018,2,0.75,8450,female
2018,4.5,0.75,1401,male
2018,19.5,0.95,571,female
2018,2.25,0.5,0,male
2018,6.5,0.05,786,male
2018,2.75,0.75,3972,male
2018,0,0.05,0,male
2018,0.25,0.05,4290,female
2018,4.25,0.25,73,unknown
2018,5.75,0.25,145,male
2018,3.75,0.25,1003,female
2018,2.25,0.25,1920,male
2018,3.75,0.05,1920,male
2018,3.75,0.05,1778,male
2018,3.5,0.75,2588,female
2018,43,0.95,19,female
2018,2,0.5,1797,male
2018,9.5,0.95,531,male
2018,2.5,0.05,1478,male
2018,1.75,0.75,4249,male
2018,9.5,0.5,195,male
2018,5.5,0.25,549,male
2018,18.5,0.5,299,female
2018,2,0.25,0,female
2018,8.75,0.25,1778,male
2018,3.5,0.75,3078,male
2018,1.25,0.05,0,female
2018,1.75,0.25,2608,male
2018,1,0.05,1920,female
2018,12,0.95,309,female
2018,1.75,0.05,2884,male
2018,3.75,0.25,1089,female
2018,0.75,0.25,3814,male
2018,2.5,0.75,545,female
2018,32.75,0.95,299,male
2018,1.5,0.25,3623,male
2018,4.5,0.5,4005,male
2018,1.25,0.5,2588,male
2018,13.5,0.25,1654,female
2018,1.5,0.25,788,male
2018,6.25,0.25,4434,female
2018,8.25,0.75,4976,male
2018,3,0.75,2138,unknown
2018,3.25,0.75,3188,female
2018,1.25,0.05,2043,male
2018,5.25,0.95,4103,male
2018,2.5,0.25,2426,male
2018,5.5,0.05,219,female
2018,3,0.5,7791,female
2018,2.5,0.25,788,male
2018,7.5,0.25,23150,female
2018,2.75,0.75,6859,male
