Year,Citations Per Year,APT,Rank,ga_gender
2009,3.076923077,0.25,2398,male
2009,10.53846154,0.5,6848,unknown
2009,5.923076923,0.05,1003,male
2009,9.692307692,0.5,195,female
2009,1.461538462,0.05,1950,male
2009,2,0.75,3797,male
2009,2.692307692,0.05,2335,male
2009,0.538461538,0.25,1056,male
2009,5.692307692,0.95,1056,male
2009,2.538461538,0.05,574,female
2009,0.769230769,0.25,1814,female
2009,3.153846154,0.75,1814,male
2009,12.76923077,0.5,287,female
2009,4,0.75,4155,unknown
2009,2.076923077,0.75,3655,female
2009,0.461538462,0.25,669,female
2009,3.230769231,0.5,2335,male
2009,2.923076923,0.25,730,male
2009,8.692307692,0.95,1133,female
2009,0.692307692,0.25,5993,male
2009,2.538461538,0.75,660,female
2009,5.307692308,0.25,1003,unknown
2009,8.769230769,0.95,3642,male
2009,4.230769231,0.95,843,male
2009,3.230769231,0.25,2448,unknown
2009,1.461538462,0.5,2377,female
2009,1.615384615,0.05,2022,female
2009,1.153846154,0.5,351,male
2009,1.076923077,0.25,2908,unknown
2009,8.461538462,0.95,1000,male
2009,3,0.25,5042,male
2009,5.076923077,0.25,299,male
2009,0.846153846,0.05,2216,female
2009,2.615384615,0.75,181,unknown
2009,4.076923077,0.25,611,male
2009,22.92307692,0.95,19,male
2009,2.307692308,0.5,2952,male
2009,7.769230769,0.25,299,male
2009,2.076923077,0.05,1920,male
2009,6.153846154,0.95,2588,male
2009,3.769230769,0.75,1478,female
2009,2.538461538,0.05,2354,female
2009,4.230769231,0.75,2366,unknown
2009,20.38461538,0.95,313,male
2009,21.53846154,0.95,313,male
2009,1.769230769,0.05,2448,male
2009,6.846153846,0.95,846,female
2009,1.538461538,0.75,2346,female
2009,1.153846154,0.5,3642,male
2009,3.923076923,0.95,484,male
2009,3.769230769,0.5,1478,female
2009,2.230769231,0.5,4200,male
2009,2,0.75,2068,female
2009,8.461538462,0.25,1771,female
2009,3,0.75,4210,female
2009,1.153846154,0.5,4313,male
2009,3.615384615,0.75,0,male
2009,2.769230769,0.75,3078,male
2009,1.538461538,0.25,1123,male
2009,1.923076923,0.05,1440,
2009,16.84615385,0.95,134,female
2009,1.692307692,0.75,3030,male
2009,6.153846154,0.25,2448,male
2009,2.769230769,0.5,2043,female
2009,5.692307692,0.95,3096,male
2009,4,0.25,134,female
2009,1.538461538,0.25,2377,male
2009,3.461538462,0.75,2588,female
2009,0.769230769,0.5,3623,male
2009,1.307692308,0.5,3642,male
2009,5.846153846,0.95,673,unknown
2009,10.92307692,0.5,134,female
2009,2.461538462,0.05,1003,female
2009,3.230769231,0.05,827,male
2009,2.384615385,0.25,5848,male
2009,1.846153846,0.75,738,female
2009,3.230769231,0.25,2216,female
2009,8.769230769,0.5,2952,female
2009,0.307692308,0.05,0,male
2009,9.692307692,0.95,181,male
2009,4.230769231,0.95,2433,female
2009,3.461538462,0.75,2588,male
2009,4.384615385,0.75,1977,female
2009,4.076923077,0.25,4434,unknown
2009,1.230769231,0.5,0,male
2009,1.846153846,0.05,241,female
2009,3.692307692,0.75,134,male
2009,3.076923077,0.75,134,male
2009,12,0.5,267,male
2009,4.769230769,0.5,1920,unknown
2009,0.153846154,0.05,3642,female
2009,5.076923077,0.95,643,male
2009,1,0.25,9832,male
2009,1.153846154,0.5,14299,male
2009,0.230769231,0.05,2216,male
2009,4.615384615,0.05,299,female
2009,7.076923077,0.25,158,male
2009,7.461538462,0.75,2766,male
2009,8.846153846,0.5,1478,unknown
2009,5.846153846,0.25,287,female
2009,3.307692308,0.25,287,female
2009,1.230769231,0.05,1625,male
2009,1.461538462,0.25,545,female
2009,1.230769231,0.25,788,female
2009,6.615384615,0.25,1625,male
2009,0.538461538,0.05,9260,male
2009,1.461538462,0.25,9260,female
2009,2.538461538,0.75,531,male
2009,6.692307692,0.25,299,male
2009,5.153846154,0.75,3642,male
2009,12.46153846,0.5,58,male
2009,8.461538462,0.5,287,unknown
2009,31.15384615,0.95,134,male
2009,2.923076923,0.05,1950,male
2009,5.923076923,0.75,195,male
2009,3.846153846,0.5,243,female
2009,3.769230769,0.25,754,female
2009,1.384615385,0.25,5962,female
2009,0.846153846,0.75,2588,male
2009,0.230769231,0.05,0,female
2009,0.076923077,0.05,0,female
2009,2,0.75,0,male
2009,0,0.05,9017,male
2009,1.846153846,0.25,0,male
2009,4.923076923,0.75,0,male
2009,8.615384615,0.95,0,female
2009,6.538461538,0.95,779,male
2009,3.384615385,0.75,73,male
2009,0.538461538,0.25,0,male
2009,0.615384615,0.25,4507,male
2009,0.692307692,0.05,10018,male
2009,0.076923077,0.05,1934,female
2009,0.076923077,0.05,12009,female
2009,0.153846154,0.05,0,unknown
2009,1.538461538,0.25,2877,male
2009,0.153846154,0.05,73,female
2009,0.230769231,0.25,669,male
2009,0,0.05,32086,male
2009,1,0.05,9415,male
2009,0.384615385,0.25,2528,male
2009,27.07692308,0.95,698,unknown
2009,2,0.75,2528,female
2009,0.076923077,0.05,3334,male
2009,3.846153846,0.75,2528,male
2009,2.076923077,0.5,684,male
2009,4.076923077,0.5,2749,unknown
2009,2.538461538,0.75,4466,male
2009,3.153846154,0.25,1848,male
2009,13.76923077,0.5,1160,female
2009,1.538461538,0.05,2426,male
2009,2.307692308,0.75,2378,unknown
2009,3.615384615,0.75,824,male
2009,1.384615385,0.25,1072,male
2009,1.230769231,0.05,1440,male
2009,12,0.75,1153,male
2009,2.076923077,0.05,3078,female
2009,3.153846154,0.5,246,male
2009,3.846153846,0.25,246,male
2009,1.923076923,0.25,2283,male
2009,6.153846154,0.25,1003,female
2009,1.153846154,0.25,730,male
2009,3,0.25,8718,male
2009,5.769230769,0.5,1778,female
2009,9.923076923,0.25,7467,male
2009,2.384615385,0.05,1440,male
2009,2.230769231,0.05,582,female
2009,12.15384615,0.25,1003,male
2009,1.769230769,0.05,2952,male
2009,4.307692308,0.5,1319,male
2009,0.692307692,0.5,1020,male
2009,3.461538462,0.5,730,male
2009,2,0.05,2952,female
2009,4.846153846,0.25,1778,female
2009,5.461538462,0.95,1818,unknown
2009,2.307692308,0.25,1778,male
2009,9.230769231,0.25,299,male
2009,1.692307692,0.75,4034,female
2009,1.076923077,0.05,1625,unknown
2009,5.307692308,0.25,1778,male
2009,12.69230769,0.95,1020,male
2009,7.615384615,0.75,499,male
2009,3.384615385,0.25,1003,male
2009,0.230769231,0.05,3078,female
2009,0.384615385,0.05,1319,male
2009,3.538461538,0.25,1440,female
2009,3.384615385,0.75,2588,male
2009,2.461538462,0.75,2588,male
2009,2.307692308,0.5,1625,male
2009,5.692307692,0.95,0,female
2009,9.384615385,0.5,1003,male
2009,4.153846154,0.75,650,female
2009,6.307692308,0.95,1456,male
2009,1.769230769,0.75,1020,female
2009,13.15384615,0.5,299,male
2009,15.46153846,0.75,299,male
2009,1.846153846,0.5,7472,male
2009,0.615384615,0.25,484,female
2009,2,0.75,2138,female
2009,4.538461538,0.25,1478,male
2009,1.307692308,0.25,1478,female
2009,1.615384615,0.25,2216,
2009,3.615384615,0.05,650,male
2009,4.307692308,0.95,1438,female
2009,2.615384615,0.75,876,female
2009,4.461538462,0.5,531,unknown
2009,5.923076923,0.75,299,
2009,1.923076923,0.05,2216,male
2009,1.461538462,0.25,4330,male
2009,2,0.05,6100,male
2009,5,0.25,134,male
2009,1.153846154,0.25,9260,unknown
2009,8.461538462,0.25,754,male
2009,13.46153846,0.95,340,male
2009,3,0.5,1920,male
2009,4.153846154,0.75,3535,female
2009,1.384615385,0.05,531,female
2009,3.923076923,0.25,642,female
2009,5.461538462,0.25,299,female
2009,2.461538462,0.75,843,male
2009,1.769230769,0.5,4434,male
2009,4.307692308,0.75,4225,unknown
2009,10.61538462,0.25,650,male
2009,3.692307692,0.95,1977,male
2009,3.538461538,0.75,1109,female
2009,2.923076923,0.5,2448,male
2009,3.923076923,0.05,0,male
2009,3.153846154,0.25,2952,unknown
2009,2.692307692,0.05,730,female
2009,1.538461538,0.25,2981,male
2009,1.230769231,0.75,9355,male
2009,2.846153846,0.05,1924,male
2009,8.153846154,0.5,0,female
2009,9.538461538,0.95,3188,female
2009,1,0.05,1478,male
2009,3.692307692,0.75,2216,male
2009,4.076923077,0.25,2426,
2009,1.230769231,0.5,1450,male
2009,19.61538462,0.75,1173,male
2009,2.153846154,0.75,1020,female
2009,22.15384615,0.95,181,female
2009,3.307692308,0.25,2448,female
2009,0.615384615,0.25,2736,male
2009,7.307692308,0.5,531,female
2009,2.230769231,0.5,4330,female
2009,18,0.95,0,female
2009,0.692307692,0.25,738,male
2009,0.615384615,0.05,738,male
2009,7,0.5,2216,unknown
2009,2.461538462,0.5,3041,female
2009,0.538461538,0.5,1718,male
2009,5.692307692,0.25,2261,unknown
2009,4.923076923,0.5,2744,male
2009,3,0.75,3096,female
2009,1.846153846,0.25,730,female
2009,35.46153846,0.75,299,female
2009,12.69230769,0.5,299,male
2009,8.538461538,0.25,299,male
2009,2.769230769,0.5,1924,male
2009,0.153846154,0.05,0,male
2009,11.92307692,0.95,1122,male
2009,0.692307692,0.25,8722,unknown
2009,17.15384615,0.95,73,male
2009,3.461538462,0.75,2434,female
2009,1.846153846,0.25,2216,male
2009,8.615384615,0.5,2216,female
2009,8.923076923,0.25,4437,female
2009,3.307692308,0.75,0,male
2009,1.461538462,0.25,2952,male
2009,27.69230769,0.95,14,female
2009,2.461538462,0.25,730,female
2009,2.923076923,0.25,2398,male
2009,8.384615385,0.75,2216,male
2009,1.923076923,0.5,2216,male
2009,2.692307692,0.25,7049,male
2009,12.92307692,0.5,8188,male
2009,7,0.75,738,female
2009,2.846153846,0.75,738,female
2009,0.384615385,0.05,4532,male
2009,0.153846154,0.05,2588,male
2009,0.153846154,0.05,684,male
2009,4.538461538,0.5,134,male
2009,6.461538462,0.25,1625,female
2009,22.76923077,0.75,1920,male
2009,1.769230769,0.25,1385,unknown
2009,3.153846154,0.75,1450,male
2009,0.461538462,0.05,2138,female
2009,4.769230769,0.75,385,unknown
2009,1.307692308,0.5,73,male
2009,3.769230769,0.25,642,unknown
2009,3.076923077,0.75,2588,female
2009,2.615384615,0.25,1478,male
2009,0.153846154,0.05,5641,female
2009,4.307692308,0.75,0,male
2009,2.846153846,0.05,2616,male
2009,7,0.5,287,unknown
2009,2.615384615,0.25,1950,male
2009,1.153846154,0.5,9080,female
2009,1.538461538,0.25,9260,male
2009,3.769230769,0.75,738,male
2009,0.615384615,0.05,1848,male
2009,0.615384615,0.05,3068,male
2009,0.846153846,0.05,2216,male
2009,1.230769231,0.25,4914,male
2009,4,0.5,7791,female
2009,2.615384615,0.75,134,female
2009,4.769230769,0.5,1920,male
2009,6.461538462,0.95,2588,male
2009,4.461538462,0.75,68,male
2009,0.461538462,0.05,3831,female
2009,10.23076923,0.95,484,female
2009,1.230769231,0.25,2448,male
2009,12.61538462,0.25,4434,male
2009,3.846153846,0.25,1478,unknown
2009,8.615384615,0.75,246,female
2009,0.615384615,0.25,5212,female
2009,0.230769231,0.05,12770,male
2009,3.230769231,0.25,340,male
2009,1.230769231,0.25,1478,female
2009,0.923076923,0.25,1814,male
2009,5.692307692,0.95,2153,female
2009,7.384615385,0.05,754,female
2009,4,0.75,2975,male
2009,0.692307692,0.25,5790,male
2009,0.230769231,0.05,0,male
2009,0.461538462,0.25,3334,male
2009,2.307692308,0.25,3334,male
2009,2.769230769,0.25,1778,male
2009,3.384615385,0.05,1771,female
2009,4.615384615,0.05,1778,male
2009,28.07692308,0.95,417,female
2009,7.230769231,0.75,846,female
2009,2.846153846,0.75,2981,female
2009,20,0.75,340,male
2009,5.692307692,0.25,299,male
2009,7.076923077,0.95,560,male
2009,2.307692308,0.05,2216,male
2009,3.538461538,0.5,0,male
2009,3.769230769,0.5,0,male
2009,3.538461538,0.75,227,female
2009,9.230769231,0.5,571,male
2009,0.230769231,0.25,7472,female
2009,4.615384615,0.95,351,male
2009,0.230769231,0.25,730,male
2009,4.538461538,0.5,2952,male
2009,0.692307692,0.05,275,male
2009,0.230769231,0.05,8478,male
2009,2.076923077,0.05,299,female
2009,1.538461538,0.75,603,female
2009,0.153846154,0.05,8718,female
2009,5.923076923,0.25,1347,female
2009,0.615384615,0.5,0,male
2009,14.15384615,0.95,3119,male
2009,9.384615385,0.25,0,female
2009,0.230769231,0.25,2583,male
2009,6.538461538,0.95,181,male
2009,12.69230769,0.95,227,female
2009,3.615384615,0.25,2534,male
2009,13.15384615,0.75,642,female
2009,3.307692308,0.75,642,male
2009,3.384615385,0.5,2589,male
2009,0.923076923,0.5,0,female
2009,2.692307692,0.25,2216,female
2009,2.384615385,0.5,4330,male
2009,3.615384615,0.75,4330,male
2009,1.615384615,0.05,1950,male
2009,2.846153846,0.5,754,
2009,25.30769231,0.5,134,male
2009,8.307692308,0.75,650,male
2009,1.384615385,0.25,6409,male
2009,5.153846154,0.75,683,unknown
2009,1.384615385,0.25,6843,male
2009,21.46153846,0.95,73,male
2009,2.384615385,0.75,1401,male
2009,0.923076923,0.05,3321,female
2009,48.84615385,0.75,7,male
2009,1.076923077,0.75,484,male
2009,11.84615385,0.25,1003,female
2009,4.076923077,0.25,1003,female
2009,2.461538462,0.75,1109,male
2009,1.461538462,0.5,2072,male
2009,8.384615385,0.95,197,male
2009,2,0.25,895,male
2009,8.076923077,0.75,2591,female
2009,1.769230769,0.25,1385,unknown
2009,1.461538462,0.05,4393,male
2009,2.846153846,0.5,1478,male
2009,1.846153846,0.25,2216,male
2009,1.769230769,0.75,134,male
2009,0.307692308,0.25,9227,male
2009,3.692307692,0.75,5020,female
2009,4.923076923,0.25,411,male
2009,4.307692308,0.5,2952,male
2009,3.615384615,0.05,1003,unknown
2009,6.384615385,0.25,299,female
2009,3.384615385,0.25,4434,female
2009,0.615384615,0.25,6409,male
2009,0.307692308,0.05,0,unknown
2009,14.61538462,0.75,287,male
2009,7.769230769,0.5,1541,male
2009,1.076923077,0.25,5848,female
2009,1.538461538,0.25,2216,male
2009,2.923076923,0.25,1771,male
2009,2.538461538,0.75,134,male
2009,3.846153846,0.05,10018,male
2009,5,0.95,1122,female
2009,0.615384615,0.25,2844,unknown
2009,7.153846154,0.25,4860,unknown
2009,1.461538462,0.05,13303,male
2009,2.461538462,0.05,2216,male
2009,3.769230769,0.25,2216,male
2009,3.846153846,0.25,1625,male
2009,1.076923077,0.05,1920,male
2009,1.846153846,0.25,299,male
2009,0.692307692,0.05,6111,female
2009,2,0.5,2933,male
2009,1.384615385,0.05,4393,male
2009,0.846153846,0.5,5078,male
2009,1.461538462,0.05,134,female
2009,3.230769231,0.05,2440,female
2009,1.846153846,0.05,2952,
2009,2.230769231,0.75,3655,male
2009,12.15384615,0.5,1003,female
2009,12.92307692,0.95,669,male
2009,1.769230769,0.75,669,male
2009,0,0.05,484,female
2009,5.230769231,0.95,792,male
2009,1.615384615,0.25,484,male
2009,2.769230769,0.75,669,male
2009,13.84615385,0.95,134,male
2009,26.15384615,0.95,8122,female
2009,3,0.25,683,unknown
2009,3.307692308,0.05,4567,male
2009,2,0.25,1003,male
2009,0.769230769,0.25,2588,male
2009,3.692307692,0.25,1771,unknown
2009,0.923076923,0.25,1000,male
2009,21.23076923,0.5,287,unknown
2009,6.153846154,0.25,650,male
2009,1.692307692,0.5,1625,male
2009,1.307692308,0.5,855,male
2009,1.769230769,0.75,855,male
2009,1.615384615,0.25,855,male
2009,1.153846154,0.25,2335,female
2009,13.07692308,0.95,19,male
2009,2.384615385,0.05,650,male
2009,11.23076923,0.95,846,female
2009,2.461538462,0.5,9260,unknown
2009,4.153846154,0.25,1677,male
2009,6.769230769,0.25,4393,male
2009,1.923076923,0.75,2588,female
2009,1.153846154,0.25,1950,male
2009,6.076923077,0.25,1771,female
2009,4.615384615,0.5,642,male
2009,2.230769231,0.75,1045,male
2009,1.461538462,0.25,5207,male
2009,2.076923077,0.25,2216,male
2009,2.692307692,0.05,400,male
2009,3.307692308,0.75,275,female
2009,3.384615385,0.25,2043,male
2009,4.384615385,0.75,134,male
2009,1,0.05,754,female
2009,37.23076923,0.75,287,male
2009,1.692307692,0.75,313,male
2009,1,0.5,2344,male
2009,1.461538462,0.5,0,female
2009,4,0.75,4434,female
2009,2.923076923,0.75,738,male
2009,0.692307692,0.25,0,male
2009,0.615384615,0.25,0,male
2009,0.230769231,0.05,2344,male
2009,6.692307692,0.95,0,female
2009,9.769230769,0.95,788,male
2009,1.307692308,0.05,7483,male
2009,0.384615385,0.25,6116,male
2009,2.769230769,0.75,0,female
2009,0.307692308,0.25,0,female
2009,3.461538462,0.75,832,male
2009,9.923076923,0.95,779,female
2009,6.846153846,0.95,779,male
2009,1.461538462,0.5,12009,female
2009,0.846153846,0.25,5660,unknown
2009,0.461538462,0.05,15314,male
2009,0.153846154,0.05,15314,male
2009,1.615384615,0.5,12009,female
2009,12.46153846,0.75,2877,male
2009,1.153846154,0.05,4210,male
2009,2.076923077,0.05,11625,male
2009,0.384615385,0.05,15934,male
2009,0.153846154,0.05,0,male
2009,0.076923077,0.05,0,unknown
2009,6.615384615,0.25,5629,female
2009,2.461538462,0.75,2138,male
2009,2.769230769,0.25,6227,male
2009,1.230769231,0.25,2426,male
2009,2.769230769,0.75,0,female
2009,2.692307692,0.25,0,male
2009,4.230769231,0.05,0,male
2009,1.923076923,0.75,4466,female
2009,2.384615385,0.75,2138,female
2009,2.923076923,0.05,1786,male
2009,0.846153846,0.25,8718,female
2009,6.923076923,0.95,810,male
2009,13.69230769,0.5,642,female
2009,2.615384615,0.25,0,male
2009,4.153846154,0.75,2420,unknown
2009,1.076923077,0.25,0,male
2009,4.153846154,0.25,1778,male
2009,1.923076923,0.25,4887,unknown
2009,2.230769231,0.75,1319,male
2009,4.230769231,0.95,2068,female
2009,2.076923077,0.75,7791,female
2009,2.153846154,0.5,0,female
2009,5.384615385,0.25,642,male
2009,14.46153846,0.75,3046,unknown
2009,1.307692308,0.25,2405,male
2009,1.769230769,0.25,1478,male
2009,4.692307692,0.75,3188,female
2009,1.384615385,0.25,1920,unknown
2009,5.384615385,0.95,650,male
2009,1.384615385,0.75,3334,male
2009,2.769230769,0.75,5790,male
2009,8.461538462,0.25,195,male
2009,9.307692308,0.5,195,male
2009,4.692307692,0.75,876,male
2009,2.846153846,0.05,1440,female
2009,4.615384615,0.95,1977,male
2009,15.38461538,0.75,0,female
2009,7.384615385,0.75,299,male
2009,1.923076923,0.05,2216,female
2009,13.84615385,0.95,134,female
2009,1.461538462,0.05,1709,
2009,1.846153846,0.75,669,male
2009,0.923076923,0.25,2335,male
2009,9.692307692,0.75,1677,female
2009,3.230769231,0.25,730,male
2009,1.307692308,0.05,4005,male
2009,1.538461538,0.05,1950,male
2009,8.461538462,0.25,2216,male
2009,0.538461538,0.05,3808,male
2009,4.615384615,0.75,4005,male
2009,2.923076923,0.5,2216,female
2009,0.692307692,0.05,2216,male
2009,5.461538462,0.75,181,male
2009,2.461538462,0.75,650,male
2009,2.230769231,0.25,134,female
2009,2.692307692,0.25,642,male
2009,0.923076923,0.25,642,male
2009,5.384615385,0.95,1319,female
2009,0.769230769,0.05,4898,male
2009,4.307692308,0.25,4037,male
2009,5.307692308,0.75,287,male
2009,1.846153846,0.5,4914,male
2009,19.38461538,0.75,109,male
2009,0.923076923,0.05,8718,female
2009,6.461538462,0.95,479,male
2009,0.846153846,0.05,6526,male
2009,0.769230769,0.5,10176,female
2009,2.076923077,0.05,7966,female
2009,2.846153846,0.25,1920,unknown
2009,31.69230769,0.75,299,male
2009,19.46153846,0.75,17,male
2009,0.846153846,0.5,6863,male
2009,5,0.25,1440,male
2009,1.923076923,0.25,744,male
2009,1,0.05,2448,female
2009,47.23076923,0.95,197,male
2009,6,0.75,499,male
2009,2.153846154,0.75,660,female
2009,5.769230769,0.95,2216,male
2009,2.923076923,0.75,0,male
2009,1.384615385,0.05,4313,unknown
2009,3.615384615,0.25,642,male
2009,4.461538462,0.25,2216,male
2009,3.692307692,0.75,511,unknown
2009,2.307692308,0.25,934,female
2009,3.769230769,0.75,0,male
2009,12.23076923,0.5,287,female
2009,0.692307692,0.5,2588,male
2009,2.384615385,0.25,23150,unknown
2009,4.307692308,0.5,642,male
2009,5.923076923,0.75,2043,unknown
2009,4.923076923,0.75,15877,female
2009,6.923076923,0.95,134,female
2009,3.538461538,0.75,134,male
2009,1.384615385,0.75,0,female
2009,1.769230769,0.75,5042,female
2009,1,0.25,10001,male
2009,3.384615385,0.75,1886,female
2009,1.769230769,0.25,7372,male
2009,10.84615385,0.25,8478,male
2009,3.076923077,0.75,4117,male
2009,6.538461538,0.95,4980,female
2009,6.846153846,0.75,643,male
2009,1.538461538,0.25,0,female
2009,1.076923077,0.25,4037,female
2009,3.153846154,0.75,7372,female
2009,2.769230769,0.75,3422,male
2009,0.692307692,0.05,2216,male
2009,2.384615385,0.25,0,female
2009,2.692307692,0.05,4437,male
2009,6.692307692,0.25,4393,unknown
2009,2.384615385,0.75,810,male
2009,22.84615385,0.25,1003,male
2009,9.076923077,0.95,73,male
2009,7.230769231,0.75,4330,male
2009,2.153846154,0.75,650,male
2009,0.230769231,0.25,0,male
2009,3.384615385,0.25,5042,unknown
2009,5.846153846,0.25,348,male
2009,5.461538462,0.5,1003,male
2009,1.846153846,0.75,2216,male
2009,2.769230769,0.75,1456,male
2009,2,0.5,943,male
2009,2.230769231,0.05,2952,male
2009,2.384615385,0.75,1977,male
2009,4.461538462,0.75,1063,male
2009,24.38461538,0.95,19,male
2009,0.692307692,0.5,5647,female
2009,6,0.75,134,female
2009,0.769230769,0.25,8956,female
2009,1.923076923,0.5,1133,female
2009,1.230769231,0.75,846,male
2009,3.692307692,0.75,2434,female
2009,3.230769231,0.75,3937,female
2009,3.461538462,0.95,0,male
2009,1.846153846,0.75,7211,female
2009,2.307692308,0.25,1904,male
2009,4.153846154,0.25,1950,male
2009,0.076923077,0.05,4898,female
2009,2.384615385,0.05,1440,
2009,4.461538462,0.75,299,female
2009,1.538461538,0.75,9535,male
2009,0.846153846,0.05,4124,male
2009,1.230769231,0.5,0,female
2009,5,0.5,1347,male
2009,0.615384615,0.25,5215,male
2009,11.84615385,0.95,385,unknown
2009,6.538461538,0.05,2448,female
2009,3.615384615,0.25,287,male
2009,6.384615385,0.75,499,female
2009,1.692307692,0.05,0,male
2009,0.153846154,0.05,3328,female
2009,3.076923077,0.75,0,male
2009,1.076923077,0.05,642,male
2009,4.769230769,0.95,3642,male
2009,1.769230769,0.75,2377,female
2009,0.615384615,0.25,4631,male
2009,3.692307692,0.75,351,female
2009,1.769230769,0.25,0,male
2009,0,0.05,2117,male
2009,1,0.5,1000,male
2009,0.846153846,0.05,4914,male
2009,0.384615385,0.25,9660,female
2009,0.923076923,0.25,7556,female
2009,5,0.95,0,male
2009,7.846153846,0.75,2744,male
2009,4.692307692,0.05,4434,male
2009,3.384615385,0.75,2588,unknown
2009,1.461538462,0.05,1003,male
2009,18.30769231,0.75,1200,male
2009,3.615384615,0.25,1677,male
2009,1,0.25,3486,male
2009,0.538461538,0.25,8478,female
2009,2.076923077,0.75,738,male
2009,2.230769231,0.75,810,male
2009,2.461538462,0.5,0,male
2009,1.076923077,0.05,4393,male
2009,1,0.5,4330,male
2009,1.769230769,0.75,2588,female
2009,5,0.25,2216,male
2009,0.769230769,0.05,2216,male
2009,7.230769231,0.25,2216,female
2009,2.076923077,0.25,2216,female
2009,0.923076923,0.05,2037,unknown
2009,0.461538462,0.05,5212,male
2009,4.615384615,0.25,8850,
2009,3.384615385,0.05,299,female
2009,1.769230769,0.05,299,male
2009,0.692307692,0.05,9260,male
2009,0.230769231,0.05,9260,unknown
2009,18.53846154,0.95,1133,male
2009,12.61538462,0.95,846,female
2009,2.846153846,0.75,531,female
2009,5.538461538,0.25,299,female
2009,2,0.75,2138,unknown
2009,2.769230769,0.75,650,female
2009,7.615384615,0.75,5042,male
2009,4.846153846,0.25,0,female
2009,1.923076923,0.05,574,male
2009,1.230769231,0.05,6859,male
2009,11.46153846,0.5,574,male
2009,1.538461538,0.05,1088,male
2009,4,0.25,730,female
2009,18.84615385,0.95,611,female
2009,4.230769231,0.05,1920,female
2009,9.692307692,0.95,134,male
2009,0.769230769,0.25,134,male
2009,1.769230769,0.25,5426,male
2009,4.692307692,0.05,4437,unknown
2009,2.538461538,0.75,3096,male
2009,1.538461538,0.75,2138,female
2009,0.692307692,0.25,0,male
2009,3.076923077,0.75,0,unknown
2009,2.846153846,0.75,1000,male
2009,9.461538462,0.95,1438,female
2009,8.076923077,0.25,2216,female
2009,1.076923077,0.25,0,male
2009,5.615384615,0.95,1625,male
2009,2.461538462,0.25,650,
2009,6,0.5,683,unknown
2009,1.076923077,0.05,4155,female
2009,3,0.25,1920,male
2009,13.23076923,0.95,197,male
2009,16.07692308,0.95,650,female
2009,5.846153846,0.25,287,unknown
2009,2.461538462,0.75,1385,unknown
2009,2.230769231,0.05,0,female
2009,2.538461538,0.75,1133,female
2009,0.307692308,0.05,2117,male
2009,1.076923077,0.25,2216,male
2009,5,0.25,2216,unknown
2009,3.461538462,0.75,0,male
2009,0.923076923,0.05,1385,unknown
2009,5.692307692,0.5,1512,male
2009,3.307692308,0.5,8718,unknown
2009,6.615384615,0.25,1003,male
2009,0.923076923,0.5,0,male
2009,1.307692308,0.05,2454,
2009,3.461538462,0.25,1003,unknown
2009,13.30769231,0.95,134,female
2009,3.923076923,0.25,4569,male
2009,2.846153846,0.25,4434,male
2009,4.923076923,0.5,571,male
2009,1.615384615,0.5,1814,unknown
2009,1.153846154,0.5,2124,female
2009,7,0.95,1056,female
2009,0.615384615,0.25,5133,male
2009,0.846153846,0.25,2300,female
2009,5.615384615,0.25,1478,female
2009,6.461538462,0.75,134,female
2009,0.769230769,0.05,1920,male
2009,3.461538462,0.25,2216,male
2009,1.846153846,0.25,2216,male
2009,0.846153846,0.05,4343,male
2009,1,0.5,669,female
2009,13.46153846,0.95,134,male
2009,5.230769231,0.25,2216,male
2009,10.61538462,0.95,1109,female
2009,4.923076923,0.75,1758,male
2009,0.769230769,0.25,2878,male
2009,1.538461538,0.05,1478,male
2009,5.846153846,0.75,134,male
2009,0.923076923,0.25,683,unknown
2009,2.923076923,0.75,2588,unknown
2009,0.923076923,0.05,1003,female
2009,16.61538462,0.75,299,female
2009,7.153846154,0.75,684,female
2009,3.230769231,0.25,2216,female
2009,0.615384615,0.5,2952,female
2009,5.230769231,0.95,3078,female
2009,4.538461538,0.25,642,female
2009,8.615384615,0.75,2043,unknown
2009,4,0.95,1021,female
2009,4,0.75,511,unknown
2009,2.461538462,0.25,1920,female
2009,3.923076923,0.5,3078,male
2009,1,0.5,3096,female
2009,1.692307692,0.75,4330,male
2009,0.538461538,0.5,2878,female
2009,0.461538462,0.25,669,male
2009,2.846153846,0.05,1625,female
2009,1.769230769,0.05,1003,male
2009,1.846153846,0.75,9405,male
2009,5.307692308,0.95,843,male
2009,1.769230769,0.05,1598,female
2009,1.076923077,0.05,4434,female
2009,1.461538462,0.05,6419,unknown
2009,1.230769231,0.5,2365,female
2009,1.692307692,0.25,1153,male
2009,4,0.25,2952,male
2009,3.076923077,0.25,246,male
2009,3.076923077,0.5,299,female
2009,1.307692308,0.5,2588,male
2009,2.692307692,0.75,0,male
2009,7.692307692,0.95,3454,female
2009,2.307692308,0.25,4330,female
2009,18.53846154,0.5,2216,male
2009,11.46153846,0.25,195,male
2009,2,0.75,134,male
2009,2.461538462,0.5,6409,male
2009,1.384615385,0.25,4005,female
2009,16.07692308,0.5,4434,male
2009,1.846153846,0.25,754,male
2009,0.615384615,0.05,960,unknown
2009,1.153846154,0.05,3913,male
2009,4.307692308,0.25,299,male
2009,7.153846154,0.25,299,male
2009,4.615384615,0.5,287,female
2009,1.461538462,0.5,545,male
2009,0.307692308,0.25,545,male
